靡ㄩ嘿,虏嘿,るら,щ獺瞯%,щ獺计(),щ獺禦秈眎计,щ獺禦芥禬(),щ獺计カ(κ窾),щ獺芥眎计,瑈硄计(),щ獺禦芥禬カ(κ窾),璸计(),щ獺秅锣瞯%
3691   ,河ポ         ,20180723,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2167,     0.00
6244   ,璟瓆         ,20180723,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    42709,     0.00
6443   ,じ垂         ,20180723,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15237,     0.00
3576   ,羛ネ     ,20180724,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    71914,     0.00
3691   ,河ポ         ,20180724,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2189,     0.00
6244   ,璟瓆         ,20180724,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    45129,     0.00
6443   ,じ垂         ,20180724,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15505,     0.00
3576   ,羛ネ     ,20180725,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    70630,     0.00
3691   ,河ポ         ,20180725,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2166,     0.00
6244   ,璟瓆         ,20180725,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    44323,     0.00
6443   ,じ垂         ,20180725,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15452,     0.00
3576   ,羛ネ     ,20180726,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    72493,     0.00
3691   ,河ポ         ,20180726,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2239,     0.00
6244   ,璟瓆         ,20180726,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    46325,     0.00
6443   ,じ垂         ,20180726,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    16240,     0.00
3576   ,羛ネ     ,20180727,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    73628,     0.00
3691   ,河ポ         ,20180727,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2218,     0.00
6244   ,璟瓆         ,20180727,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    44711,     0.00
6443   ,じ垂         ,20180727,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15156,     0.00
3576   ,羛ネ     ,20180730,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    73430,     0.00
3691   ,河ポ         ,20180730,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2196,     0.00
6244   ,璟瓆         ,20180730,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    44721,     0.00
6443   ,じ垂         ,20180730,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15013,     0.00
3576   ,羛ネ     ,20180731,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    71937,     0.00
3691   ,河ポ         ,20180731,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2222,     0.00
6244   ,璟瓆         ,20180731,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    46043,     0.00
6443   ,じ垂         ,20180731,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14968,     0.00
3576   ,羛ネ     ,20180801,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    72541,     0.00
3691   ,河ポ         ,20180801,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2308,     0.00
6244   ,璟瓆         ,20180801,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    45275,     0.00
6443   ,じ垂         ,20180801,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14830,     0.00
3576   ,羛ネ     ,20180802,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    72065,     0.00
3691   ,河ポ         ,20180802,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2290,     0.00
6244   ,璟瓆         ,20180802,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    44528,     0.00
6443   ,じ垂         ,20180802,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14724,     0.00
3576   ,羛ネ     ,20180803,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    72804,     0.00
3691   ,河ポ         ,20180803,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2311,     0.00
6244   ,璟瓆         ,20180803,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    44671,     0.00
6443   ,じ垂         ,20180803,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14717,     0.00
3576   ,羛ネ     ,20180806,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    75694,     0.00
3691   ,河ポ         ,20180806,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2445,     0.00
6244   ,璟瓆         ,20180806,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    45348,     0.00
6443   ,じ垂         ,20180806,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14725,     0.00
3576   ,羛ネ     ,20180807,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    76243,     0.00
3691   ,河ポ         ,20180807,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2372,     0.00
6244   ,璟瓆         ,20180807,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    45124,     0.00
6443   ,じ垂         ,20180807,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14742,     0.00
3576   ,羛ネ     ,20180808,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    76042,     0.00
3691   ,河ポ         ,20180808,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2404,     0.00
6244   ,璟瓆         ,20180808,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    45558,     0.00
6443   ,じ垂         ,20180808,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14747,     0.00
3576   ,羛ネ     ,20180809,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    76279,     0.00
3691   ,河ポ         ,20180809,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2402,     0.00
6244   ,璟瓆         ,20180809,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    46949,     0.00
6443   ,じ垂         ,20180809,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14743,     0.00
3576   ,羛ネ     ,20180810,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    75922,     0.00
3691   ,河ポ         ,20180810,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2416,     0.00
6244   ,璟瓆         ,20180810,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    46353,     0.00
6443   ,じ垂         ,20180810,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14747,     0.00
3576   ,羛ネ     ,20180813,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    74702,     0.00
3691   ,河ポ         ,20180813,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2403,     0.00
6244   ,璟瓆         ,20180813,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    52908,     0.00
6443   ,じ垂         ,20180813,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14629,     0.00
3576   ,羛ネ     ,20180814,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    74039,     0.00
3691   ,河ポ         ,20180814,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2519,     0.00
6244   ,璟瓆         ,20180814,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    53970,     0.00
6443   ,じ垂         ,20180814,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14702,     0.00
3576   ,羛ネ     ,20180815,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    72479,     0.00
3691   ,河ポ         ,20180815,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2518,     0.00
6244   ,璟瓆         ,20180815,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    54019,     0.00
6443   ,じ垂         ,20180815,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14788,     0.00
3576   ,羛ネ     ,20180816,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    71187,     0.00
3691   ,河ポ         ,20180816,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2428,     0.00
6244   ,璟瓆         ,20180816,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    54574,     0.00
6443   ,じ垂         ,20180816,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14805,     0.00
3576   ,羛ネ     ,20180817,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    70975,     0.00
3691   ,河ポ         ,20180817,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2423,     0.00
6244   ,璟瓆         ,20180817,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    54483,     0.00
6443   ,じ垂         ,20180817,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14800,     0.00
3576   ,羛ネ     ,20180820,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    69740,     0.00
3691   ,河ポ         ,20180820,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2440,     0.00
6244   ,璟瓆         ,20180820,     0.00,        0,        0,        0,        0.00,        0,   541043,     0.00,    54304,     0.00
6443   ,じ垂         ,20180820,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14857,     0.00
3576   ,羛ネ     ,20180821,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    67291,     0.00
3691   ,河ポ         ,20180821,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2452,     0.00
6244   ,璟瓆         ,20180821,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    57498,     0.00
6443   ,じ垂         ,20180821,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14909,     0.00
3576   ,羛ネ     ,20180822,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    67971,     0.00
3691   ,河ポ         ,20180822,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2494,     0.00
6244   ,璟瓆         ,20180822,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    57953,     0.00
6443   ,じ垂         ,20180822,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14906,     0.00
3576   ,羛ネ     ,20180823,     0.00,        0,        0,        0,        0.00,        0,  1019256,     0.00,    69215,     0.00
3691   ,河ポ         ,20180823,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2552,     0.00
6244   ,璟瓆         ,20180823,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    59040,     0.00
6443   ,じ垂         ,20180823,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14922,     0.00
3576   ,羛ネ     ,20180824,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    66830,     0.00
3691   ,河ポ         ,20180824,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2499,     0.00
6244   ,璟瓆         ,20180824,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    56550,     0.00
6443   ,じ垂         ,20180824,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14884,     0.00
3576   ,羛ネ     ,20180827,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    66608,     0.00
3691   ,河ポ         ,20180827,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2480,     0.00
6244   ,璟瓆         ,20180827,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    57419,     0.00
6443   ,じ垂         ,20180827,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14897,     0.00
3576   ,羛ネ     ,20180828,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    66492,     0.00
3691   ,河ポ         ,20180828,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2508,     0.00
6244   ,璟瓆         ,20180828,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    57537,     0.00
6443   ,じ垂         ,20180828,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14899,     0.00
3576   ,羛ネ     ,20180829,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    66331,     0.00
3691   ,河ポ         ,20180829,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2483,     0.00
6244   ,璟瓆         ,20180829,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    58449,     0.00
6443   ,じ垂         ,20180829,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14894,     0.00
3576   ,羛ネ     ,20180830,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    67803,     0.00
3691   ,河ポ         ,20180830,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2550,     0.00
6244   ,璟瓆         ,20180830,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    58447,     0.00
6443   ,じ垂         ,20180830,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15065,     0.00
3576   ,羛ネ     ,20180831,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    67946,     0.00
3691   ,河ポ         ,20180831,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2554,     0.00
6244   ,璟瓆         ,20180831,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    58244,     0.00
6443   ,じ垂         ,20180831,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15254,     0.00
3576   ,羛ネ     ,20180903,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    69716,     0.00
3691   ,河ポ         ,20180903,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2635,     0.00
6244   ,璟瓆         ,20180903,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    58287,     0.00
6443   ,じ垂         ,20180903,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14706,     0.00
3576   ,羛ネ     ,20180904,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    69586,     0.00
3691   ,河ポ         ,20180904,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2611,     0.00
6244   ,璟瓆         ,20180904,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    59683,     0.00
6443   ,じ垂         ,20180904,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14850,     0.00
3576   ,羛ネ     ,20180905,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    70922,     0.00
3691   ,河ポ         ,20180905,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2641,     0.00
6244   ,璟瓆         ,20180905,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    58444,     0.00
6443   ,じ垂         ,20180905,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14822,     0.00
3576   ,羛ネ     ,20180906,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    71106,     0.00
3691   ,河ポ         ,20180906,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2695,     0.00
6244   ,璟瓆         ,20180906,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    59104,     0.00
6443   ,じ垂         ,20180906,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14838,     0.00
3576   ,羛ネ     ,20180907,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    70981,     0.00
3691   ,河ポ         ,20180907,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2675,     0.00
6244   ,璟瓆         ,20180907,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    58787,     0.00
6443   ,じ垂         ,20180907,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14740,     0.00
3576   ,羛ネ     ,20180910,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    70110,     0.00
3691   ,河ポ         ,20180910,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2653,     0.00
6244   ,璟瓆         ,20180910,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    58924,     0.00
6443   ,じ垂         ,20180910,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14741,     0.00
3576   ,羛ネ     ,20180911,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    71218,     0.00
3691   ,河ポ         ,20180911,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2678,     0.00
6244   ,璟瓆         ,20180911,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    58217,     0.00
6443   ,じ垂         ,20180911,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15018,     0.00
3576   ,羛ネ     ,20180912,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    69904,     0.00
3691   ,河ポ         ,20180912,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2630,     0.00
6244   ,璟瓆         ,20180912,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    57429,     0.00
6443   ,じ垂         ,20180912,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15057,     0.00
3576   ,羛ネ     ,20180913,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    71730,     0.00
3691   ,河ポ         ,20180913,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2635,     0.00
6244   ,璟瓆         ,20180913,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    57532,     0.00
6443   ,じ垂         ,20180913,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15581,     0.00
3576   ,羛ネ     ,20180914,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    70590,     0.00
3691   ,河ポ         ,20180914,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2683,     0.00
6244   ,璟瓆         ,20180914,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    58933,     0.00
6443   ,じ垂         ,20180914,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15541,     0.00
3576   ,羛ネ     ,20180917,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    69325,     0.00
3691   ,河ポ         ,20180917,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2705,     0.00
6244   ,璟瓆         ,20180917,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    59678,     0.00
6443   ,じ垂         ,20180917,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15589,     0.00
3576   ,羛ネ     ,20180918,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    70329,     0.00
3691   ,河ポ         ,20180918,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2727,     0.00
6244   ,璟瓆         ,20180918,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    60581,     0.00
6443   ,じ垂         ,20180918,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15592,     0.00
3576   ,羛ネ     ,20180919,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    71368,     0.00
3691   ,河ポ         ,20180919,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2724,     0.00
6244   ,璟瓆         ,20180919,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    60407,     0.00
6443   ,じ垂         ,20180919,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    16025,     0.00
3576   ,羛ネ     ,20180920,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    72999,     0.00
3691   ,河ポ         ,20180920,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2596,     0.00
6244   ,璟瓆         ,20180920,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    60408,     0.00
6443   ,じ垂         ,20180920,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15827,     0.00
3576   ,羛ネ     ,20180921,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    72823,     0.00
3691   ,河ポ         ,20180921,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2615,     0.00
6244   ,璟瓆         ,20180921,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    60796,     0.00
6443   ,じ垂         ,20180921,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15728,     0.00
3576   ,羛ネ     ,20180925,     0.00,        0,        0,        0,        0.00,        0,  1019138,     0.00,    71330,     0.00
3691   ,河ポ         ,20180925,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2690,     0.00
6244   ,璟瓆         ,20180925,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    60395,     0.00
6443   ,じ垂         ,20180925,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15705,     0.00
3576   ,羛ネ     ,20180926,     0.00,        0,        0,        0,        0.00,        0,  2183159,     0.00,   246801,     0.00
3691   ,河ポ         ,20180926,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2708,     0.00
6244   ,璟瓆         ,20180926,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    59615,     0.00
6443   ,じ垂         ,20180926,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15718,     0.00
3576   ,羛ネ     ,20180927,     0.00,        0,        0,        0,        0.00,        0,  2183159,     0.00,   246401,     0.00
3691   ,河ポ         ,20180927,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2749,     0.00
6244   ,璟瓆         ,20180927,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    60734,     0.00
6443   ,じ垂         ,20180927,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15662,     0.00
3576   ,羛ネ     ,20180928,     0.00,        0,        0,        0,        0.00,        0,  2183159,     0.00,   246932,     0.00
3691   ,河ポ         ,20180928,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2750,     0.00
6244   ,璟瓆         ,20180928,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    60198,     0.00
6443   ,じ垂         ,20180928,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15595,     0.00
3576   ,羛ネ     ,20181001,     0.00,        0,        0,        0,        0.00,        0,  2183159,     0.00,   239815,     0.00
3691   ,河ポ         ,20181001,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2755,     0.00
6244   ,璟瓆         ,20181001,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    60518,     0.00
6443   ,じ垂         ,20181001,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15688,     0.00
3576   ,羛ネ     ,20181002,     0.00,        0,        0,        0,        0.00,        0,  2183159,     0.00,   238600,     0.00
3691   ,河ポ         ,20181002,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2740,     0.00
6244   ,璟瓆         ,20181002,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    59193,     0.00
6443   ,じ垂         ,20181002,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15584,     0.00
3576   ,羛ネ     ,20181003,     0.00,        0,        0,        0,        0.00,        0,  2183159,     0.00,   234020,     0.00
3691   ,河ポ         ,20181003,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2723,     0.00
6244   ,璟瓆         ,20181003,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    58817,     0.00
6443   ,じ垂         ,20181003,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15573,     0.00
3576   ,羛ネ     ,20181004,     0.00,        0,        0,        0,        0.00,        0,  2183159,     0.00,   222658,     0.00
3691   ,河ポ         ,20181004,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2726,     0.00
6244   ,璟瓆         ,20181004,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    58707,     0.00
6443   ,じ垂         ,20181004,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15527,     0.00
3576   ,羛ネ     ,20181005,     0.00,       25,       25,       25,        0.23,        0,  2183159,     0.23,   221859,     0.00
3691   ,河ポ         ,20181005,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2684,     0.00
6244   ,璟瓆         ,20181005,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    57296,     0.00
6443   ,じ垂         ,20181005,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15494,     0.00
3576   ,羛ネ     ,20181008,     0.00,       25,        0,        0,        0.23,        0,  2183159,     0.00,   217446,     0.00
3691   ,河ポ         ,20181008,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2718,     0.00
6244   ,璟瓆         ,20181008,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    56575,     0.00
6443   ,じ垂         ,20181008,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15295,     0.00
3576   ,羛ネ     ,20181009,     0.00,       25,        0,        0,        0.22,        0,  2183159,     0.00,   216568,     0.00
3691   ,河ポ         ,20181009,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2810,     0.00
6244   ,璟瓆         ,20181009,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    56162,     0.00
6443   ,じ垂         ,20181009,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    15029,     0.00
3576   ,羛ネ     ,20181011,     0.00,       25,        0,        0,        0.20,        0,  2183159,     0.00,   215656,     0.00
3691   ,河ポ         ,20181011,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     2989,     0.00
6244   ,璟瓆         ,20181011,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    56618,     0.00
6443   ,じ垂         ,20181011,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14988,     0.00
3576   ,羛ネ     ,20181012,     0.00,       25,        0,        0,        0.20,        0,  2183159,     0.00,   218893,     0.00
3691   ,河ポ         ,20181012,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     3068,     0.00
6244   ,璟瓆         ,20181012,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    56334,     0.00
6443   ,じ垂         ,20181012,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14870,     0.00
3576   ,羛ネ     ,20181015,     0.00,       25,        0,        0,        0.20,        0,  2183159,     0.00,   217772,     0.00
3691   ,河ポ         ,20181015,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     3046,     0.00
6244   ,璟瓆         ,20181015,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    58114,     0.00
6443   ,じ垂         ,20181015,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14863,     0.00
3576   ,羛ネ     ,20181016,     0.00,       25,        0,        0,        0.20,        0,  2183159,     0.00,   216338,     0.00
3691   ,河ポ         ,20181016,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     3050,     0.00
6244   ,璟瓆         ,20181016,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    56175,     0.00
6443   ,じ垂         ,20181016,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14842,     0.00
3576   ,羛ネ     ,20181017,     0.00,       25,        0,        0,        0.20,        0,  2183159,     0.00,   214928,     0.00
3691   ,河ポ         ,20181017,     0.00,        0,        0,        0,        0.00,        0,    60989,     0.00,     3170,     0.00
6244   ,璟瓆         ,20181017,     0.00,        0,        0,        0,        0.00,        0,   540760,     0.00,    58775,     0.00
6443   ,じ垂         ,20181017,     0.00,        0,        0,        0,        0.00,        0,   476855,     0.00,    14343,     0.00
3576   ,羛ネ     ,20181018,     0.00,       25,        0,        0,        0.20,        0,  2183159,     0.00,   213921,     0.00
